Product_Category,Store_Location,Holiday_Season,Discount_Percentage,Advertising_Spend,Customer_Rating,Weather,Number_of_Employees,Store_Area_sqft,Average_Transaction_Value,Number_of_Customers,Stock_Availability,Competitor_Proximity_km,Marketing_Channel,Operating_Hours_per_Week,Store_Age_Years,Price_Sensitivity,Loyalty_Customers_Percentage,Online_vs_Offline_Sales_Ratio,Average_Product_Age_days,Weekend_Sales_Percentage,Regional_Economy_Index,Store_Rent_Cost,Competitor_Discount_Percentage,Local_Events,Monthly_Inventory_Cost,Sales_Revenue
Furniture,Rural,0,27.734385489004318,9315.688637821637,4.573618916351949,Rainy,26,3762,310.21532889055754,460,85.39403476182676,1.0702536072223232,Billboard,47,2,0.8449140850182532,73.46502771199214,0.6212920185656912,252,11.465376577258004,0.270947474832276,10683.471248021404,47.23683951419632,0,33228.471362695505,60073.31693682158
Clothing,Suburban,1,37.38971748796863,19723.20375657901,2.5513370782843774,Rainy,42,2607,296.8339571675686,187,87.39618256557085,7.069026615977425,Email,59,40,0.3292434787635769,63.67858730156147,1.5028679964709817,329,30.05154040927837,0.7554617130982461,11286.945769666752,33.22384814531958,0,40936.32810829189,173888.35561624807
Electronics,Suburban,1,40.51292933497657,503.6372993279308,2.151518712278724,Cloudy,27,2340,278.3318893203361,257,59.84667437204351,3.4456611533483787,Billboard,81,43,0.0879530083687289,63.586667105303086,6.022663049503905,200,28.33481915449574,0.5745669036600475,18861.2202563538,24.100744644615208,0,29219.627160063214,74770.22561983994
Grocery,Suburban,1,20.691373266039797,12472.59939733118,3.898785017047298,Sunny,30,4820,323.83681363968395,686,88.86477879195368,3.1688033507111526,Social Media,73,18,0.7049703338072059,63.388943799344645,6.229402353613817,199,29.988488812866755,0.0484193058105816,18462.369183040744,17.614054035289957,0,1227.7602773387512,101453.60328888395
Electronics,Suburban,0,10.20832795841215,12520.349458751469,4.345662386319427,Rainy,15,3247,137.13009382335738,795,91.60473680415576,9.3321769482512,TV,43,23,0.3601316877738744,51.12342317425633,0.4327356569185622,196,52.8487599653323,0.4053423237732869,17740.183101058148,24.54625469931654,0,3022.0724357089366,17387.06251366515
Furniture,Rural,0,2.117113938619192,9420.13958946282,4.449958487593204,Sunny,32,4764,51.4778892564682,622,68.06331942029948,2.5598383917257466,Radio,57,13,0.0454646272049258,39.06777867718756,4.029627305510418,314,56.55682832153539,0.1839104651234648,2410.897469579404,9.517611418015676,1,49010.61156267097,58740.56024557412
Clothing,Rural,0,28.98630785486124,8240.48547221871,2.263988564500909,Snowy,6,3633,68.44311929947428,356,60.66815340164856,6.461065169859726,Email,90,41,0.1578269812997985,68.4156212929244,5.883201139632886,77,82.7198395498249,0.3591735878787561,12868.799505146442,17.42113238945465,0,8104.610058132555,136969.61797966648
Toys,Rural,1,22.64555351338054,9379.971141871849,4.408849564806696,Rainy,12,3920,120.04536750041152,315,69.25253396018084,2.823764798023312,TV,43,9,0.1372148119640243,33.89168108693933,7.405322198202165,19,40.882483922097535,0.3833516342652224,16257.93011962348,35.89652624172489,0,20821.304032349675,148571.23971663983
Clothing,Urban,0,47.43721975748555,8591.728503553768,1.1637357774973816,Sunny,33,1965,255.0969884061648,695,86.98039845000686,5.1207244381398125,Radio,59,49,0.5891163438276622,53.43217051820954,3.229891848605453,62,84.12631337145007,0.4749283530283847,16793.70644675335,10.871148556710658,0,46756.75247548843,52350.26172719056
Furniture,Rural,1,3.030245385745489,14744.60331090484,1.1986459658388755,Rainy,15,4609,421.8169477675499,367,70.88195029343514,7.884299636703151,Social Media,97,7,0.8981175836035613,44.6684496174305,4.89064458091623,327,62.15634759873362,0.6002904427284631,11769.189278786977,13.203356783683253,0,10556.934751919423,103244.91925053803
Clothing,Suburban,0,34.269767172300284,3139.430981979039,3.4940767806966178,Rainy,41,2711,353.6337376233082,162,86.8325937612394,8.82905298281098,Email,48,41,0.7930720333234574,32.12978216749609,8.159143235888891,281,83.01283167204446,0.5709776524981992,841.1631759802975,37.46641278539244,0,42345.77587885853,164418.5655148785
Clothing,Rural,1,1.2483111060028584,4353.964801527038,1.252425476462185,Sunny,22,3304,396.6298960590031,950,55.67822704887688,8.403102678920998,Billboard,55,1,0.5465160450172301,87.97519363619706,9.54356113258763,250,76.67776813440386,0.038991404704995,19487.401582013837,8.89179679136104,1,41095.110839819936,79082.48137346329
Furniture,Suburban,0,8.571708835527136,4020.10545365226,2.298436674040646,Rainy,18,2043,181.9780557237848,427,90.30058552442422,5.8635892878319344,Social Media,65,2,0.42215516492748,30.70013161614556,2.380115286359471,227,65.006595472615,0.7506892184887218,9707.835703783368,12.294379323668888,1,49330.153073015645,31085.3971345739
Clothing,Urban,0,22.678949996141707,5618.176409864658,3.691023944987696,Rainy,14,2189,208.2803334077896,503,62.66037408211787,2.563281521848399,Radio,77,4,0.618676709068865,34.7434450978424,2.605117837616973,127,38.48847196151675,0.9491838844727682,8175.119957835164,0.8773781411325177,1,14802.40984876025,89214.72597443151
Grocery,Suburban,0,22.74362214014341,10742.539166240877,2.3490675842169053,Rainy,39,2071,202.90412413540028,240,62.446449385729686,6.646210494292471,Email,64,14,0.4438127409800808,22.92700014064546,9.404200055595368,58,29.28883581481748,0.3486812889849666,8201.499916706629,36.00257997675534,1,16450.942413627152,122122.58975924608
Grocery,Suburban,1,34.2850271466822,2668.570573095265,1.7183991257603837,Rainy,13,3779,104.01786035820574,940,79.51904826019305,7.128059953218119,Email,43,32,0.2460991225763159,75.83845002514325,4.019520392550567,204,27.791314840962578,0.1797469013382585,8770.942161136198,30.89517827832169,0,45241.02205183154,6442.712997514006
Clothing,Suburban,1,45.51065174338783,17429.30125886683,2.1254024874153665,Snowy,39,4041,39.99616249035029,489,53.505902287349485,0.205850702123664,Social Media,80,36,0.6791974553522796,56.92715204435915,7.211648412755353,243,86.1739069965025,0.5400015631153853,5222.524004368684,34.71927262557706,1,12469.873900911698,72970.66380274213
Toys,Urban,0,31.95160794574604,6298.54986051521,2.830301329001727,Rainy,15,3523,299.54888548534115,236,51.31488633423343,4.448184058225558,Email,98,2,0.873243945741321,59.04314051779085,6.161425764425775,332,86.68590745034865,0.7049129282441441,6883.005702121682,10.716388097665655,1,27847.146892368342,123449.98507455712
Furniture,Rural,0,47.67675489257544,3669.490755639803,2.9015434214219296,Cloudy,48,1318,494.7161748760872,880,63.05143326467246,8.448294223935466,Radio,84,40,0.3728703306808605,75.64491294392782,2.9273180299611576,326,67.98650988194471,0.6789048945276632,19714.47339060741,34.368819536393566,0,35659.90300036175,190622.83025871072
Grocery,Rural,0,44.08078199389988,13674.615537165744,4.132000925388808,Rainy,16,1624,91.74655542562878,416,76.90337753674113,4.946917202806169,Social Media,80,14,0.8415384676913369,37.43357269039035,6.570265997384447,252,80.70367872611818,0.6121095775008583,7679.276004993837,29.818830884662837,1,14322.328017881398,84667.00283275462
Toys,Urban,1,29.224989776539516,1242.682861686726,4.00061291772605,Sunny,7,1629,32.87556175064414,138,95.38081931126136,3.1826168774168795,Billboard,77,20,0.4310820464834904,25.490674030417104,6.590102419474036,322,83.51969304632485,0.1462322521282085,10771.137821238886,18.306148961100167,1,46982.23432679319,36779.59176846863
Clothing,Suburban,0,41.68959754594137,12589.3870150462,2.8272712182245407,Cloudy,43,2202,391.9705240937272,236,92.32175881536534,8.73079793314416,Social Media,92,25,0.401335943099426,25.87242911951232,5.965187535549855,199,50.92449572154497,0.8368248944029983,17041.738186516763,21.891290581720234,0,33619.1798556221,109172.7241035364
Toys,Rural,0,32.1288805161817,14114.869398191746,4.382669396395086,Snowy,18,2501,133.76714327551483,868,74.52232299604877,1.6432189055450768,Social Media,58,42,0.0283243575470276,68.60958571698075,1.0866421660101775,343,60.32477525001377,0.4256215624188153,10784.84231662284,28.39602516367041,0,3309.826105221427,60721.71041443767
Electronics,Urban,0,3.927891546186357,4690.872362041024,1.4569485543655831,Cloudy,32,4378,416.5254646229349,995,51.85259968467464,2.143807800920384,Billboard,53,49,0.6952789013674103,59.129212356995794,9.952201041502972,240,43.50035983361717,0.22146858303187,6826.841721554268,24.664608804377835,1,7651.139031784783,46881.98286638288
Grocery,Rural,0,37.028236162975496,1318.2994321508686,2.021413400915606,Cloudy,15,4872,354.92896684691254,181,76.76263673146545,6.90498643266772,Radio,60,8,0.8075025251138229,26.507110286567112,4.064122965591191,139,43.479261142821045,0.0862661410630964,10713.144049911338,32.09140329846856,0,10348.296934486616,120128.63551047209
Clothing,Urban,1,4.745422063367311,7591.084498929267,4.311905854009006,Cloudy,43,2306,473.3800331548943,921,85.23977999626477,3.5891158211130927,TV,54,28,0.663556919558561,21.605231571233887,6.418684755430189,122,13.07431349156917,0.416719114973049,2724.6830535624003,9.048978880299757,1,13002.910835679037,183597.28919559915
Furniture,Suburban,1,29.70413902848562,2422.587489717761,2.5119761545046124,Sunny,29,3447,210.37434552076928,684,66.95822662625169,7.158866673764411,TV,42,46,0.1513609513919435,19.654984412957823,8.86904077171493,49,44.70571683878444,0.6179730468473074,3035.135627039012,27.035497745809845,0,36803.19113144239,167868.71984616076
Clothing,Rural,0,35.132010292911446,2771.318068630073,4.924726235175369,Sunny,25,3709,334.36522133081075,609,55.553165164082735,1.66126585046897,Billboard,76,21,0.1032934675526431,60.22389181624302,4.29055603535638,304,63.879184921054666,0.6653777091515077,14035.096878498043,22.51397414322704,1,5357.826993017937,40547.04507947304
Furniture,Urban,0,3.326380410542762,5458.094013174859,2.8650131261113416,Sunny,14,2652,237.77884259850265,849,63.92839766028297,2.597463987048375,Radio,92,23,0.5728587516185395,10.009491592868,7.761858062374931,115,43.75857328852569,0.9627369113972568,18390.48281656504,23.051024700699912,1,18179.13894153059,154346.494378222
Clothing,Rural,1,11.539732696326588,6261.624530221807,4.167742491855057,Snowy,47,4705,318.9884616811863,425,88.5794432233907,1.650809045799972,Email,89,32,0.4015162541846019,11.465547408283498,9.72106180432612,343,79.79277415015652,0.1531480836637574,14650.723603026108,23.469102529129763,1,45657.78284307208,49824.383702807005
Toys,Rural,1,45.78361161308249,10834.421649917702,2.609228165529488,Sunny,19,1044,230.3034639437913,740,67.56219161416641,9.533812104278743,Billboard,85,8,0.4290977834855896,41.164250850087626,3.653454126505178,251,36.60503619256146,0.985773665197552,1954.9581928184648,44.073598191115856,0,28276.7166305132,61686.74583517775
Toys,Rural,0,30.815724611644814,13728.641767308756,2.6998140762497216,Sunny,23,2901,102.42980074779666,741,90.5990745342855,4.1134992124241485,TV,55,31,0.9678002467430076,65.30798914209299,4.112168745304093,7,20.61456372486796,0.6546758805722279,8356.46441510461,40.93137205683078,0,14009.33162808825,184410.0438422803
Toys,Rural,1,12.31430094052658,12059.033346968605,2.531532589136734,Cloudy,26,2864,258.8697338416566,148,65.97607259037379,3.438477108111237,Radio,53,37,0.7239226711930654,65.6031501197923,9.06520298406603,219,74.92469525832475,0.4542290577072014,549.7949712272429,31.47849805852684,1,47895.75852753518,182654.77938918537
Electronics,Urban,1,34.53398855740033,3393.026577145578,3.876302482043247,Sunny,25,1789,269.00625870434675,891,58.17775192069091,0.2406013460905705,Social Media,48,16,0.4117877392077567,44.40946188861525,1.680464391370312,77,63.91583346628736,0.8881942258481593,10468.531494849842,35.82434678011844,0,12971.47870646544,37882.999086306656
Furniture,Suburban,0,29.83882099808448,3855.677632826216,3.190071536239978,Rainy,48,4265,407.1958856474789,83,71.79241797568041,1.6188340361677855,Radio,86,40,0.0190992798417148,65.28588852836558,0.383088899758479,179,29.345558585646543,0.6944797419533928,4267.487455196102,2.140131803405332,0,45349.88144211449,17517.41190507888
Toys,Urban,1,25.07878499589742,17636.000370961832,4.775112445473477,Sunny,36,2375,370.4051458388548,981,72.61372561445694,4.269244976800745,Radio,46,42,0.0340956978532702,51.68769436641004,9.098001148006206,145,52.91610048337864,0.3487172148570152,17428.859650208804,37.19958596898344,1,36562.71400711322,62158.03013120501
Electronics,Urban,1,48.80934874940419,11387.870143750217,2.003561266136419,Snowy,27,4928,335.2578957313076,631,50.80541092746685,0.7781776464617512,TV,53,27,0.6848036956458562,88.15451334378523,8.233756583764045,154,42.1481870875034,0.8840856965764616,2534.5335309471066,24.308234422682435,0,37285.53081098052,118446.13665666486
Furniture,Urban,0,34.172688870375445,17463.787741504937,1.4022509283337774,Snowy,17,1282,65.55967682076054,220,55.85225363531631,5.156319362111548,TV,45,40,0.8377387595177639,22.996817106946644,9.728572022258188,121,85.10878211485262,0.6666154568195348,527.9512736170929,15.88737822740638,0,38482.02660167919,175993.8771741836
Clothing,Suburban,0,18.772055483395636,7745.15697073755,2.573045940396861,Rainy,9,1039,363.10198242522034,415,59.24630093864087,4.604652840798033,Email,60,41,0.7077026295496838,58.05338141644845,0.6765540488357147,124,58.58656727365032,0.6988373557942195,9297.347840718328,6.988848296907147,1,25821.89629080325,28173.29083559577
Electronics,Rural,1,40.0036716038434,12480.800144910814,3.466850830587104,Snowy,8,3282,255.14952661371225,833,55.67936586893374,7.694964589409085,Email,54,18,0.4058877526047254,49.29910207608029,1.6461555713657738,150,22.67114089495933,0.8963898880860262,3530.949426551914,3.7604395175995897,1,40914.35757413077,85916.90792949132
Grocery,Rural,0,44.22916464605939,10711.43661306491,4.44319574766198,Snowy,32,3168,448.108772692018,108,67.07630377106818,6.632046743863135,Billboard,91,35,0.0311357379305695,25.557307572615557,1.142594334989108,268,50.171876210958814,0.4484162079690552,14890.734454365653,2.244284274836156,0,41973.46178987202,57991.2084105025
Electronics,Rural,1,6.2610279758415714,6722.90805149902,2.3847875467213107,Cloudy,18,4437,460.736757723966,230,98.2311427808509,4.51487832267368,Social Media,47,49,0.9674016302352296,69.99923457133627,6.865819709707721,327,79.00454660190806,0.6569041059597566,18438.727269737203,8.08980874451204,0,18663.84936212973,7911.148611023445
Electronics,Suburban,0,10.027648892263324,9663.34975465511,3.6151470044978464,Rainy,12,3456,37.02672939487488,68,75.46112691635389,2.3241409310402075,Email,73,15,0.9863360621580868,32.04064159455962,6.099499730096718,1,63.71973360259693,0.7446890216377804,1317.7912789000598,1.5071897398870826,0,20616.88139260239,158747.0208546347
Furniture,Rural,1,10.811350456388984,10298.572098125174,2.400794724092876,Cloudy,13,4222,412.1143645736946,275,81.37780119353232,7.295949303576283,TV,79,27,0.5493645514442687,40.53678552748333,3.657418473933871,161,77.3961660878925,0.4539400581307815,8213.851182363886,36.632112122126046,1,44549.079208412266,163590.42156769705
Clothing,Suburban,0,34.56059046932702,4415.034007755233,3.4688783319778325,Cloudy,39,4367,28.4717213071086,522,67.81932392615141,7.107834824196622,Radio,40,17,0.0706709646951055,39.986445567002406,0.6684924460822257,244,30.031945109251225,0.0834521157377934,19937.89203338352,12.430705951086985,0,26711.73376104669,48139.6670461867
Grocery,Rural,1,30.15197775266417,6642.702261346266,4.539231788122604,Sunny,41,2333,189.9131165905611,144,66.17438808215731,1.6176319891023356,Billboard,71,40,0.5409725059144669,29.536357855035902,6.432653642060755,251,81.06811016380335,0.7714397690943607,14787.103415013036,18.437021346600456,0,43480.23130115158,34491.84875787176
Toys,Rural,1,30.949578234929408,15932.490134886024,1.925430569037636,Rainy,25,2646,275.7269880543288,930,51.15733859575042,9.156043131111486,Email,97,2,0.8923384702208084,44.45642653587242,5.744192802639061,64,70.44890654593377,0.0478163527433618,19087.15905226324,41.13581069079415,0,31711.70362613256,33189.36645632845
Toys,Urban,1,47.03866498447505,18357.87066935548,2.6169665684281567,Sunny,22,2670,82.56939132729245,346,75.01668278380112,0.7376106485489274,Radio,88,49,0.6799855101282135,47.86767047420946,1.217741789500096,299,68.3131004350463,0.7179144017227382,3699.624061715033,5.7328748262295335,0,30084.82008070308,95469.70200403604
Electronics,Suburban,0,38.7955766403653,7515.984824133339,4.973060785718986,Sunny,37,3891,375.69376815884766,642,74.18045033758332,0.6448733180378904,Radio,90,31,0.7199892310327243,69.5377338247446,9.09820607428977,248,37.72328558108195,0.9108752085245532,4816.686910093094,41.77970151181064,0,2518.0667106152323,53066.63954997512
Furniture,Urban,0,6.396846225589159,6485.959503075855,4.474228112997843,Cloudy,12,2116,14.0938050443479,224,57.89153630905615,1.9547691348580276,Email,44,37,0.0849698374322492,71.20548595016297,2.069602125752706,297,81.01264510084225,0.3469689983700185,3518.8191916381056,31.97701752751441,0,14616.82549419674,104714.3502852577
Furniture,Urban,1,17.37535412125905,4306.344709151709,3.258559431584808,Snowy,21,1416,92.61353373267804,271,88.21620001033519,9.103661900682836,Social Media,69,41,0.1065116370318014,22.684477463332968,7.460740606224178,115,61.038350191457326,0.1020617851378268,6396.196158630796,17.101475730230153,1,25600.82469821359,80046.08874460874
Toys,Urban,1,21.76968230878678,13730.577788686334,3.0665103674171013,Rainy,47,3256,294.5904466282031,664,74.63371651555015,5.2479814279655255,Social Media,61,41,0.1273487763758852,57.42178394620257,8.862251039175188,295,78.1471581490242,0.2328639897908411,14625.489332416511,5.890360653384214,1,29778.541434600345,46123.609455693295
Grocery,Suburban,0,19.798079437380245,6800.444182493577,2.138401529218724,Snowy,35,2436,360.04990539827327,103,66.94969850807867,7.900615114661711,Billboard,59,34,0.9043768336609926,81.69582386235165,5.836802407867713,1,38.87771647890175,0.5622815641253924,3716.45988478467,4.574634867045624,1,31891.29192103597,151482.39896367627
Clothing,Suburban,0,33.46543045809396,19761.116012434177,3.0688377107741176,Cloudy,38,4542,459.1551203200189,744,57.34544545114635,2.355647561957356,Social Media,55,34,0.5258496362638133,18.702928710764866,2.5438041624526884,41,21.65216728514852,0.9426597431060864,10722.563738724126,16.775717303966033,0,36094.91842556924,34320.95861548543
Grocery,Rural,0,44.594655162828126,6850.853640247088,4.392725993119789,Cloudy,10,3591,355.6933594479657,912,77.60804134855061,4.953197549072034,Billboard,46,3,0.7915750963929912,47.83312356273108,3.1615603244889,173,36.58697441762578,0.5122827298861168,5749.5934227307625,7.017098635902292,0,33155.43818238796,160785.95138998525
Clothing,Urban,0,15.3025731761394,8185.652912261249,3.740698053111122,Cloudy,26,1468,339.1718424248843,452,87.64085130444049,3.647065689876434,TV,46,17,0.1152912598836002,70.02824979266742,8.86890058381644,88,46.4211477900146,0.1127372881966962,16669.317693169847,13.38551482376374,1,42580.25866239422,114482.04481960698
Toys,Rural,0,27.593856821059283,12265.016826134675,2.1601761127119463,Cloudy,18,3864,203.22716171182552,367,64.09996763424859,8.295503209955307,Email,89,14,0.927642705508595,58.91930675058746,3.052745848127198,98,52.67259001163939,0.627783173716338,628.5519041093107,2.6477900225662268,1,15478.046801488155,167247.2428219066
Clothing,Urban,0,39.47047109567928,16132.843717230448,1.805855684214132,Cloudy,7,3703,10.629368508132693,916,60.93971757883613,0.3237839496563436,Radio,89,14,0.8211420914972102,18.04685252772991,7.487285784841313,88,50.864737256923,0.7328449367879414,4850.741691504003,29.750421084834944,1,32436.92929762873,5928.012813631479
Furniture,Suburban,1,20.810902942267468,9655.613974239855,2.0608341479873165,Cloudy,16,1389,68.87803678045475,398,76.09674820322886,2.514043026664443,Billboard,41,46,0.2247641447753561,41.72849002807779,9.902635601328512,251,53.684367394925154,0.3932836699927909,12302.194772657547,7.263805847690224,1,3506.816195617293,151091.76121191916
Electronics,Suburban,0,8.405906419964793,8741.792658884688,1.679036805571306,Snowy,40,1292,271.9317269304592,492,57.767165125500846,1.61048482059355,Social Media,86,38,0.8741822332939535,50.57915985734912,9.99818552169051,335,77.3364612178358,0.7215140643454145,2385.85478848993,37.83661565628135,1,24529.313788779367,15045.540683967489
Electronics,Suburban,1,23.74754826318741,19914.937755098763,1.3825627840948638,Sunny,16,3958,340.81364406376565,882,83.33066932971425,8.605971483343536,Billboard,53,35,0.2634427593968093,89.66764813730182,5.381449507866381,141,23.608099695053596,0.3248228151391897,9593.088210946797,10.908748813898605,0,14133.615331642734,190269.25021237505
Toys,Urban,0,2.7611260371514232,704.6260022289166,2.67654469776822,Snowy,49,1481,214.54965910926663,629,80.26718139721152,4.72868411196828,Billboard,70,1,0.2053398793390565,24.288632745892222,8.282902388182368,71,35.28410361350967,0.7890901515964134,9006.042281406208,39.89882896690929,0,19663.47026644011,142034.20023615434
Furniture,Suburban,0,47.11917270011384,17953.773132599294,1.4531984175930708,Rainy,6,4031,368.0327156489112,589,54.35410247957143,4.10177843454284,Social Media,89,48,0.2642439368122123,88.593901372809,9.903473692419874,137,81.08867923483612,0.341072159570069,17124.19863302439,9.494099311293386,0,18378.474836482997,67433.5966711648
Grocery,Urban,1,3.741060259748652,3408.24610582488,1.6876502309084174,Snowy,6,4029,265.7125247127676,835,51.82601896906869,4.54987934480069,Social Media,80,29,0.9099550632726092,40.09198273835551,3.809261609435624,99,54.836656364666425,0.2561070916006259,12695.24526675286,36.06832818506493,0,3961.103180479248,67370.84610492118
Furniture,Rural,1,21.92283576252891,15825.542886073812,3.1892987373579444,Cloudy,19,1301,46.34633584121298,331,81.01443262942925,9.722053051953118,Email,53,4,0.9155919855148696,26.025638885905707,2.5988548921960284,151,56.671189629565774,0.879181405891575,12974.1902121025,16.653733981259865,0,23865.6442368174,172991.0140451319
Electronics,Urban,0,26.49406305442631,12549.66541700281,1.6583970947982989,Snowy,27,542,104.08796297429492,409,64.71468869943703,8.517647203925648,Radio,44,33,0.3289957746879688,43.12872656991968,1.2309102228376136,175,48.24500356911618,0.5484734211753962,19060.24823488873,29.155999744450416,1,49736.83511158612,181053.82504826845
Electronics,Rural,1,49.26519161436428,7166.022067212795,1.2555190697236114,Sunny,33,3849,421.599129389532,964,54.32228765866993,7.093050841318044,Email,50,17,0.7054341850945512,59.11960992278537,1.4949064169239483,167,53.917970798891126,0.2851562887416847,19656.027318805813,1.9330907160869213,1,15647.866784987697,178856.78980255502
Furniture,Urban,1,8.30109118214304,17540.561632659857,2.2695554001115408,Rainy,21,2277,365.20724584597536,872,87.97143524782433,2.975741696310221,Email,79,28,0.6757452551641833,27.07979151287967,8.550207999844567,343,25.846378444808096,0.9350868896470672,13241.197276980352,24.762221717712876,0,37071.152611744285,162704.35705043387
Furniture,Rural,1,5.721575930617928,751.6909456293436,1.88127639448787,Snowy,36,3701,448.43337363612255,680,65.7022001508822,1.735212695232633,Social Media,44,26,0.8065626321304032,33.31512666417022,5.9283585940400325,257,53.74935195345026,0.6908511754660492,10679.028277965055,7.434394735103162,1,27841.62841110135,164711.24406309272
Electronics,Suburban,1,0.4353073531271789,4920.467715461012,3.061220751977507,Sunny,11,849,67.60305206925892,941,72.97997748191118,9.222192927342087,Social Media,68,8,0.296509500142131,78.36372013882318,8.74972083638561,224,89.77385023288934,0.2207003996555672,12354.441140065155,24.316011362451324,0,16936.03972604221,116689.7410611241
Grocery,Rural,0,7.778571843465115,11554.409526865951,1.4094683383328372,Snowy,34,2067,495.2090419613862,695,61.84064637268846,4.28844767568518,Radio,50,34,0.5101385419104019,89.92075693350942,7.915605381418468,330,55.28380583393474,0.6146423545927806,7957.652248556127,7.067956544307485,0,5390.745959228637,10505.055325068286
Toys,Suburban,1,10.36364895338338,7355.074070969112,4.007083150731912,Rainy,32,1629,112.60928983546746,690,81.36585391789822,2.859682414739429,Billboard,44,18,0.6676739510082869,35.45381531987411,6.770071837475376,65,13.552197248482427,0.8703588312890246,19755.404030721507,21.854456006968544,1,11577.037137495408,21920.79000150401
Toys,Suburban,0,31.529047079154616,12402.361158707388,4.624934077740555,Snowy,18,3459,15.772139380454586,57,65.07442076771797,4.762116181534591,Email,88,31,0.026256818809906,21.908544315995226,6.1321906998779205,69,73.71485154805278,0.6961531425400574,14247.914560188749,5.531041011614418,0,39310.82343502195,131662.883634209
Furniture,Rural,0,10.98533951957002,970.1487714690032,3.9737406958247776,Cloudy,48,4287,498.7372401362416,612,98.40104806138142,9.186689485921486,Radio,93,27,0.3767387453309546,73.45366559952333,0.5785551513631202,67,41.71803429787101,0.2447591507601304,6174.632490393711,10.997575886714788,0,14671.988693513624,83227.20626377026
Toys,Urban,0,1.0260407364662605,2770.949144393394,3.131308149605577,Snowy,34,2280,147.72620386810544,540,85.14737743084532,3.931966402573803,Email,71,16,0.6958883576785689,58.03645498201162,8.735524440431604,50,22.29409188012495,0.6488483286945148,1626.4428299553342,29.75394677519273,0,8070.821638180805,115625.3780141093
Electronics,Urban,0,41.33091727512444,2978.376684259565,4.442671287155541,Sunny,21,1083,337.3295317311544,390,56.83611381867329,5.670145872756184,Billboard,75,10,0.2525950931191334,18.03209147004809,4.236636410629171,314,79.0015844981353,0.6191593727202008,1372.0776184633723,48.83303186050711,1,17233.618682572982,50060.1364113151
Electronics,Urban,1,18.27978505019834,4191.031095362184,3.77967351912603,Snowy,36,3877,96.57433394638954,521,70.83474198367334,8.049366380974812,Email,54,40,0.9577041070064872,85.74171851488168,5.641889885006781,309,25.837860442797407,0.8208436635786887,4495.803120267514,22.4592384195986,1,29618.10465915682,131636.34886042244
Furniture,Urban,1,17.684834329036697,9456.963095610585,1.0422044898007594,Sunny,10,3901,294.31198077757944,842,69.27105498649394,4.328612057379073,TV,58,12,0.0301613715068389,16.243962271991357,0.3173396685825052,91,83.66139118868266,0.1781325969966998,5041.804557935676,34.358684630475125,0,35469.69505020996,52351.76111770143
Furniture,Urban,0,15.123951458396329,15166.509641099638,2.5763606110980124,Rainy,28,3685,452.977143362734,736,76.71235553601916,2.4120638390710463,Radio,61,22,0.9580871875874228,60.02851213069129,9.367127668441592,115,45.34371923540844,0.6996346670013599,8593.387132101056,26.97123355221876,0,19980.87701150942,94858.49560519404
Furniture,Suburban,0,48.76866385732104,18158.00733961357,4.4038075976272,Snowy,10,2694,166.8887720399349,744,92.09653372396266,9.94580490899203,Social Media,73,16,0.2167638680104,43.91498047148652,9.037130564810814,57,69.42326677997599,0.027370692133702,4689.497226906949,24.917896714721888,1,25409.2106968391,98350.38042028047
Grocery,Urban,0,8.505770865464074,16789.7643405428,2.383435431901077,Rainy,31,1662,338.424448261736,753,79.17110075915008,9.57005148877638,Email,95,12,0.0488220419253699,54.52991345919487,5.478452496189245,342,53.75966802708164,0.6961753006357676,12802.75340180402,3.235209841992559,1,23290.91790963961,39645.30481863605
Toys,Suburban,0,44.91190319766176,4339.3134996258295,1.140860694102094,Rainy,22,798,102.0727585112241,298,53.077833879999964,8.450443774342588,Radio,56,11,0.2924740332235575,27.057135652811557,5.815385168366738,18,30.53014431321823,0.960437303938557,4619.467250806345,7.214870113763972,1,1441.1641462479174,175860.50664558975
Furniture,Suburban,1,38.8401666069944,9102.435768497333,3.984718554209089,Snowy,28,3847,316.14974537217535,284,82.77078484014275,6.914901405920633,Radio,51,20,0.7862823072902253,65.04883194005214,7.079670402794538,272,63.6872139596735,0.1743882662496174,4163.5925093523465,44.15288646162836,1,20384.423267936563,107535.1059732584
Clothing,Suburban,0,3.8239977749656537,4388.526156291433,4.208153081131474,Sunny,41,2439,174.86067239057996,132,50.41326489729292,3.01916971789,Email,64,1,0.7524420064480531,86.77757513066717,2.720479474717886,130,86.63300407121183,0.3112997728190089,9689.121359607214,20.50821575209017,0,29778.67069843202,174022.83669797744
Clothing,Rural,1,49.33645507504244,5657.20042501022,1.6423747801732342,Rainy,28,1288,113.49204670809632,142,88.99802302701966,9.142788087823916,Social Media,95,27,0.208840416422792,46.67406992359325,2.2969646648616955,269,71.570957343313,0.5828715720285512,17829.037686814467,30.71662382923955,0,28927.29110437229,56194.460621705184
Electronics,Rural,0,13.568298176950528,10319.16613948178,3.1493619873727248,Rainy,42,3389,163.45920484478123,934,83.3318036205621,2.828011034200165,Social Media,56,3,0.1967901335917994,51.836662205458175,6.772827171356164,80,58.321439726014255,0.7323950458572557,9631.957003883366,26.41166163574792,0,37738.61035837809,38605.50936628741
